17.254049,166.079224,-102.368675,-17.975569,6.953963,-56.951733
17.254049,166.079224,-102.368675,-17.975586,6.95399,-56.951702
17.282185,166.071121,-102.370453,-17.921022,7.001213,-56.901649
17.301218,166.071457,-102.343384,-18.003513,7.034558,-56.891407
17.319496,166.072647,-102.324211,-17.960863,6.997289,-56.937237
17.319496,166.072647,-102.324211,-17.960854,6.997244,-56.937233
17.322531,166.078918,-102.331627,-17.968948,7.083911,-56.922573
17.352335,166.058792,-102.331253,-18.066208,7.118453,-56.835804
17.36853,166.057098,-102.32476,-18.013226,7.179883,-56.794212
17.384457,166.051422,-102.308235,-17.995363,7.09402,-56.86882
17.39736,166.045654,-102.274979,-18.018305,7.139855,-56.901093
17.395395,166.034363,-102.246307,-18.061787,7.194506,-56.949657
17.400053,166.031754,-102.224579,-18.04545,7.169621,-57.014576
17.408983,166.030136,-102.230164,-18.022831,7.164794,-56.963047
17.434544,166.032394,-102.189423,-18.060972,7.169765,-56.899967
17.437807,166.040985,-102.179543,-18.013393,7.142291,-56.923752
17.462774,166.035614,-102.147461,-17.987597,7.063932,-56.907063
17.477766,166.036163,-102.111244,-17.980362,6.986244,-57.016106
17.497934,166.02774,-102.091492,-18.07021,7.056081,-56.858433
17.495138,166.00946,-102.069489,-18.155201,7.180309,-56.893459
17.530565,166.018158,-102.050713,-18.176208,7.076765,-56.83707
17.553806,166.008621,-102.044121,-18.247688,7.234608,-56.824047
17.587938,166.005646,-102.006866,-18.284042,7.227353,-56.786976
17.603951,165.993057,-101.979507,-18.253117,7.360693,-56.860851
17.603951,165.987473,-101.962814,-18.283068,7.4538,-56.835983
17.63801,165.973846,-101.914825,-18.183748,7.477722,-56.891914
17.675438,165.97261,-101.898727,-18.145908,7.351834,-56.676697
17.687489,165.946777,-101.85022,-18.251787,7.491057,-56.671539
17.693743,165.914719,-101.846565,-18.323927,7.237258,-56.734684
17.716717,165.898209,-101.841438,-18.419893,7.327246,-56.651356
