7.520156,111.017441,-128.501923,-14.08459,13.894312,-67.274055
7.515772,111.00547,-128.469772,-14.090739,13.916548,-67.25161
7.505883,110.992371,-128.477615,-14.122353,13.906197,-67.216072
7.52669,111.011681,-128.463638,-14.091215,13.953563,-67.217972
7.52757,111.010757,-128.465256,-14.040545,13.874309,-67.168213
7.52757,111.010757,-128.465256,-14.040554,13.874276,-67.168243
7.529202,111.018845,-128.464539,-14.001075,13.998343,-67.129585
7.495014,111.00116,-128.426666,-13.946432,13.938015,-67.264931
7.503085,111.028,-128.419159,-14.111732,13.96559,-67.128403
7.456766,111.013985,-128.394714,-14.108458,13.963041,-67.062065
7.441463,111.010849,-128.366669,-14.086367,13.898009,-67.090363
7.427084,110.996292,-128.338913,-13.943702,13.995488,-67.237762
7.416274,110.975922,-128.328156,-13.852402,14.018087,-67.405251
7.397285,110.979271,-128.31572,-13.938537,14.034781,-67.074417
7.403077,110.976288,-128.31337,-13.937841,14.060408,-67.096466
7.375309,110.966919,-128.243912,-13.984837,14.117079,-67.068489
7.369928,110.974815,-128.229782,-13.986152,14.084942,-66.865936
7.357282,110.967102,-128.208679,-13.998557,14.072716,-66.819229
7.34503,110.966454,-128.198456,-14.131434,14.121887,-66.667305
7.34217,110.959366,-128.178986,-14.149961,14.083292,-66.624588
7.348705,110.94899,-128.160858,-14.148423,14.117166,-66.656082
7.319755,110.927376,-128.087585,-14.108078,14.161014,-66.696571
7.312607,110.922539,-128.09053,-13.967526,14.133738,-66.723251
7.280633,110.906387,-128.054916,-13.87794,14.076657,-66.82238
7.298494,110.90995,-128.062424,-13.84443,14.033815,-66.709793
7.306547,110.911201,-128.062622,-13.845351,13.990528,-66.724846
7.280663,110.901978,-128.01738,-13.830163,14.05318,-66.73954
7.258072,110.92601,-128.004974,-14.000659,14.097905,-66.562775
7.248591,110.919426,-127.967216,-13.969955,13.986152,-66.620872
7.241495,110.908195,-127.909538,-14.004435,13.995305,-66.515587
7.241495,110.908195,-127.909538,-14.004396,13.995237,-66.515633
7.249155,110.913345,-127.903282,-13.978645,13.921633,-66.579185
7.244204,110.919258,-127.874634,-13.996707,13.940941,-66.45919
7.243188,110.915115,-127.824066,-14.022368,13.964442,-66.426704
7.233376,110.917595,-127.795372,-14.141843,13.978909,-66.308441
7.231762,110.902527,-127.723053,-14.126801,13.916914,-66.389526
7.201688,110.897568,-127.708862,-14.079999,13.937648,-66.452385
7.186137,110.89312,-127.662086,-14.058908,13.98619,-66.533394
7.173653,110.884262,-127.63736,-14.049722,14.040421,-66.587791
7.153731,110.919777,-127.674713,-14.135179,14.203585,-66.458511
7.189315,110.902802,-127.572922,-13.996818,14.089615,-66.47834
7.130595,110.939445,-127.596298,-14.153679,14.288291,-66.39225
7.117536,110.939499,-127.547287,-14.165812,14.290202,-66.433441
7.105564,110.949394,-127.51796,-14.12779,14.144744,-66.440651
7.085237,110.931183,-127.430321,-13.875281,14.153221,-66.723747
7.082384,110.943153,-127.425552,-13.989949,14.118511,-66.62616
