65984	-0.006	0.004	-0.005	1.000	-0.001	-0.000	-0.001	0.383
69015	0.007	-0.007	0.006	1.000	0.001	0.000	0.001	0.149
71957	0.005	0.009	0.009	1.000	-0.004	-0.004	0.001	0.076
73986	-0.006	-0.023	-0.034	1.000	-0.004	0.000	0.002	0.027
76947	0.001	-0.026	-0.010	1.000	-0.010	0.003	0.003	0.034
78949	-0.007	-0.023	-0.008	1.000	-0.008	0.005	0.004	0.036
82021	-0.013	-0.015	-0.002	1.000	-0.007	0.004	-0.002	0.057
84029	-0.017	-0.036	-0.013	1.000	-0.011	0.004	-0.004	0.051
85981	-0.027	-0.018	-0.013	1.000	-0.007	-0.000	0.000	0.053
89014	-0.013	-0.015	-0.003	1.000	-0.008	0.004	-0.007	0.058
90971	0.000	-0.025	-0.019	1.000	-0.011	-0.001	0.000	0.067
92962	-0.009	-0.030	-0.011	1.000	-0.009	0.001	0.004	0.079
95949	-0.016	-0.029	-0.006	1.000	-0.009	0.001	0.001	0.069
96956	-0.014	-0.021	-0.002	1.000	-0.009	0.001	0.002	0.077
98993	-0.005	-0.014	-0.011	1.000	-0.011	0.002	0.005	0.109
102995	-0.007	-0.029	-0.011	1.000	-0.009	-0.001	0.006	0.102
104969	-0.016	-0.023	-0.005	1.000	-0.012	0.004	0.006	0.108
107953	-0.027	-0.020	-0.010	1.000	-0.008	0.001	0.004	0.103
111186	-0.020	-0.018	-0.012	1.000	-0.010	0.006	0.006	0.097
114964	-0.031	-0.023	-0.015	1.000	-0.009	0.006	0.006	0.110
117990	-0.013	-0.028	-0.014	1.000	-0.011	0.005	0.006	0.113
124956	-0.015	-0.033	-0.011	1.000	-0.011	0.005	0.008	0.119
130025	-0.025	-0.028	-0.004	1.000	-0.014	0.006	0.008	0.097
136981	-0.025	-0.037	0.011	1.000	-0.011	0.006	0.008	0.065
141983	-0.006	-0.046	-0.006	1.000	-0.017	0.006	0.007	0.081
145961	-0.008	-0.048	0.009	1.000	-0.017	0.006	0.004	0.097
149029	-0.030	-0.038	-0.005	1.000	-0.017	0.006	0.007	0.145
151958	-0.029	-0.039	-0.003	1.000	-0.015	0.007	0.006	0.149
155020	-0.032	-0.028	-0.003	1.000	-0.013	0.007	0.008	0.144
155998	-0.015	-0.040	-0.013	1.000	-0.015	0.003	0.012	0.156
157975	-0.004	-0.015	-0.009	1.000	-0.011	0.000	0.014	0.173
160982	-0.033	-0.062	-0.004	1.000	-0.019	0.006	-0.001	0.148
162948	-0.015	-0.012	0.001	1.000	-0.012	0.005	0.016	0.140
163970	-0.015	-0.028	-0.003	1.000	-0.009	0.002	0.009	0.142
166016	0.004	-0.036	-0.010	1.000	-0.019	0.001	0.008	0.154
167010	0.009	-0.037	-0.005	1.000	-0.017	0.003	0.010	0.164
168959	0.001	-0.047	-0.002	1.000	-0.016	0.006	0.007	0.170
169993	0.004	-0.030	0.011	1.000	-0.011	0.001	0.005	0.173
171945	-0.013	-0.031	0.016	1.000	-0.012	0.001	0.003	0.149
172964	0.000	-0.045	-0.002	1.000	-0.017	-0.004	-0.003	0.175
174957	0.017	-0.037	0.001	1.000	-0.016	-0.002	0.006	0.165
175948	0.018	-0.030	-0.006	1.000	-0.015	-0.005	0.008	0.176
177009	-0.012	-0.047	0.007	1.000	-0.019	0.001	-0.001	0.166
178980	-0.009	-0.056	-0.010	1.000	-0.023	0.003	-0.005	0.203
179924	-0.018	-0.068	0.005	1.000	-0.027	0.005	-0.004	0.168
181928	-0.022	-0.058	0.001	1.000	-0.024	0.006	-0.003	0.226
183971	-0.017	-0.059	0.001	1.000	-0.024	0.005	-0.005	0.254
184966	-0.014	-0.053	0.001	1.000	-0.026	0.003	-0.009	0.222
185968	0.009	-0.070	0.005	1.000	-0.027	0.002	-0.002	0.247
187002	0.000	-0.073	-0.002	1.000	-0.025	-0.002	-0.002	0.244
188964	0.003	-0.082	0.015	1.000	-0.024	0.002	0.000	0.232
190964	-0.001	-0.054	0.000	1.000	-0.021	-0.001	-0.008	0.227
192911	0.005	-0.049	-0.001	1.000	-0.024	-0.002	-0.010	0.250
195087	-0.005	-0.051	-0.003	1.000	-0.020	0.002	-0.009	0.275
195967	-0.009	-0.060	-0.001	1.000	-0.026	-0.001	-0.007	0.256
198428	0.003	-0.056	-0.005	1.000	-0.018	-0.003	-0.008	0.273
199976	0.000	-0.073	-0.001	1.000	-0.022	0.001	-0.005	0.277
202013	-0.007	-0.067	0.004	1.000	-0.026	0.000	-0.006	0.277
202994	-0.003	-0.069	0.010	1.000	-0.027	0.002	-0.007	0.308
204913	-0.007	-0.065	-0.002	1.000	-0.029	-0.000	-0.009	0.255
206973	-0.012	-0.072	-0.008	1.000	-0.027	0.000	-0.007	0.242
209002	-0.003	-0.090	-0.001	1.000	-0.032	-0.001	-0.007	0.230
209963	-0.012	-0.053	0.000	1.000	-0.027	0.003	-0.007	0.211
212000	0.010	-0.078	0.003	1.000	-0.029	-0.002	-0.009	0.232
213961	-0.021	-0.065	0.006	1.000	-0.027	0.005	-0.011	0.229
215961	-0.022	-0.060	0.014	1.000	-0.025	0.007	-0.010	0.263
217952	-0.024	-0.070	0.003	1.000	-0.029	-0.001	-0.015	0.265
219951	0.016	-0.055	-0.014	1.000	-0.019	-0.003	0.004	0.227
221936	-0.027	-0.064	0.008	1.000	-0.027	0.007	-0.011	0.240
223980	-0.008	-0.053	-0.004	1.000	-0.022	0.000	-0.009	0.243
225944	-0.006	-0.053	0.013	1.000	-0.020	-0.003	-0.008	0.219
229014	0.011	-0.043	-0.010	1.000	-0.021	-0.002	-0.010	0.260
230966	0.008	-0.048	-0.004	1.000	-0.021	-0.002	-0.012	0.245
234026	0.015	-0.071	-0.003	1.000	-0.022	-0.006	-0.003	0.226
235978	0.005	-0.047	0.004	1.000	-0.015	-0.003	-0.011	0.211
238017	0.014	-0.052	0.004	1.000	-0.022	-0.005	-0.012	0.263
241018	0.010	-0.069	-0.000	1.000	-0.021	-0.005	-0.011	0.257
243981	0.025	-0.073	-0.002	1.000	-0.024	-0.002	-0.010	0.284
246982	0.018	-0.051	0.007	1.000	-0.016	-0.003	-0.007	0.265
250006	0.016	-0.070	-0.003	1.000	-0.025	-0.004	-0.009	0.383
253990	0.017	-0.066	-0.000	1.000	-0.024	-0.006	-0.009	0.344
256944	0.003	-0.059	0.007	1.000	-0.023	0.001	-0.009	0.350
258980	0.003	-0.058	0.000	1.000	-0.021	0.001	-0.007	0.369
262986	0.017	-0.065	0.002	1.000	-0.018	-0.003	-0.007	0.429
266914	0.023	-0.059	-0.008	1.000	-0.022	0.000	-0.010	0.409
271034	0.011	-0.057	-0.006	1.000	-0.020	0.002	-0.011	0.427
276011	-0.006	-0.061	0.011	1.000	-0.020	-0.000	-0.009	0.414
280938	-0.000	-0.054	-0.004	1.000	-0.019	0.002	-0.013	0.382
286009	-0.010	-0.059	-0.004	1.000	-0.019	0.003	-0.015	0.369
292919	-0.008	-0.046	0.002	1.000	-0.016	0.002	-0.012	0.324
298959	0.013	-0.065	0.018	1.000	-0.021	0.001	-0.009	0.345
306941	0.009	-0.076	-0.001	1.000	-0.022	0.006	-0.006	0.381
313020	-0.009	-0.069	0.006	1.000	-0.021	0.008	-0.005	0.352
316979	-0.004	-0.061	0.002	1.000	-0.020	0.007	-0.018	0.417
319930	0.009	-0.064	-0.003	1.000	-0.021	0.004	-0.018	0.406
323998	-0.010	-0.068	-0.002	1.000	-0.021	0.011	-0.012	0.467
325962	-0.007	-0.061	0.000	1.000	-0.020	0.010	-0.012	0.513
327941	-0.015	-0.064	-0.002	1.000	-0.019	0.011	-0.011	0.524
329927	-0.012	-0.049	0.002	1.000	-0.018	0.008	-0.014	0.459
332041	-0.032	-0.070	0.006	1.000	-0.022	0.012	-0.011	0.487
333989	-0.010	-0.057	-0.006	1.000	-0.020	0.007	-0.017	0.506
334936	-0.005	-0.059	0.006	1.000	-0.017	0.007	-0.015	0.477
336989	-0.020	-0.064	0.008	1.000	-0.024	0.008	-0.015	0.432
338910	-0.049	-0.067	0.008	1.000	-0.020	0.017	-0.018	0.499
339970	-0.032	-0.062	-0.007	1.000	-0.019	0.018	-0.018	0.477
341957	-0.035	-0.062	-0.005	1.000	-0.024	0.008	-0.021	0.476
342955	-0.032	-0.068	0.009	0.999	-0.028	0.006	-0.027	0.512
344998	-0.034	-0.084	0.006	0.999	-0.025	0.004	-0.031	0.475
346050	-0.010	-0.057	-0.007	1.000	-0.020	0.005	-0.026	0.468
347989	-0.011	-0.056	-0.004	1.000	-0.021	0.003	-0.028	0.441
349995	-0.021	-0.090	0.013	1.000	-0.019	0.004	-0.024	0.450
350943	-0.016	-0.047	0.013	1.000	-0.017	0.003	-0.026	0.429
353649	-0.009	-0.064	0.009	1.000	-0.018	0.003	-0.026	0.455
354523	-0.012	-0.041	0.001	1.000	-0.019	0.004	-0.030	0.403
356304	-0.016	-0.044	0.007	0.999	-0.017	0.005	-0.034	0.455
358947	-0.020	-0.051	0.009	0.999	-0.019	0.005	-0.036	0.411
359052	-0.023	-0.053	0.006	0.999	-0.022	0.004	-0.039	0.457
359996	-0.025	-0.056	0.006	0.999	-0.022	0.003	-0.039	0.417
361909	-0.014	-0.061	0.009	0.999	-0.021	0.005	-0.038	0.481
362967	-0.026	-0.064	-0.002	1.000	-0.023	0.008	-0.027	0.450
363952	-0.020	-0.063	0.009	1.000	-0.022	0.007	-0.028	0.541
365964	-0.020	-0.068	-0.001	1.000	-0.022	0.008	-0.023	0.524
366922	-0.035	-0.074	0.009	1.000	-0.023	0.015	-0.023	0.515
368964	-0.025	-0.074	0.003	1.000	-0.025	0.008	-0.025	0.514
370019	-0.046	-0.071	0.006	1.000	-0.023	0.012	-0.017	0.553
371935	-0.016	-0.075	-0.006	1.000	-0.025	0.010	-0.024	0.491
373925	-0.044	-0.068	0.009	1.000	-0.016	0.013	-0.019	0.424
374956	-0.036	-0.078	0.007	1.000	-0.024	0.011	-0.025	0.469
375985	-0.036	-0.065	0.007	1.000	-0.020	0.013	-0.023	0.480
378020	-0.058	-0.061	0.004	1.000	-0.024	0.013	-0.021	0.484
380020	-0.050	-0.069	0.000	1.000	-0.026	0.011	-0.024	0.443
381915	-0.050	-0.073	0.005	1.000	-0.020	0.015	-0.016	0.533
382924	0.011	-0.098	0.007	1.000	-0.030	-0.004	-0.021	0.539
384936	0.011	-0.091	-0.002	0.999	-0.032	-0.002	-0.024	0.441
386920	-0.029	-0.065	0.000	1.000	-0.024	0.011	-0.020	0.466
388971	-0.006	-0.030	-0.001	1.000	-0.007	0.006	-0.016	0.437
389965	0.004	-0.110	0.003	0.999	-0.036	0.000	-0.014	0.531
391937	-0.002	-0.115	0.006	1.000	-0.035	0.000	-0.014	0.561
393995	-0.016	-0.087	0.013	1.000	-0.031	0.001	-0.010	0.458
396038	-0.035	-0.030	-0.007	1.000	-0.010	0.010	-0.021	0.491
397034	-0.040	-0.029	-0.022	1.000	-0.011	0.009	-0.017	0.507
399048	-0.025	-0.026	0.001	1.000	-0.013	0.009	-0.021	0.535
400936	-0.021	-0.038	-0.006	1.000	-0.014	0.006	-0.017	0.579
402993	-0.033	-0.022	0.000	1.000	-0.013	0.010	-0.019	0.626
404937	-0.039	-0.031	0.008	1.000	-0.011	0.007	-0.021	0.560
405945	-0.021	-0.042	-0.006	1.000	-0.014	0.014	-0.010	0.519
406952	-0.025	-0.038	-0.008	1.000	-0.015	0.003	-0.017	0.473
408956	-0.016	-0.049	0.003	1.000	-0.017	0.001	-0.014	0.498
410995	-0.032	-0.036	0.001	1.000	-0.014	0.007	-0.019	0.523
413051	-0.049	-0.037	0.001	1.000	-0.016	0.006	-0.016	0.619
413944	-0.019	-0.041	0.001	1.000	-0.019	0.001	-0.019	0.538
415987	-0.037	-0.033	-0.002	1.000	-0.014	0.006	-0.023	0.493
416977	-0.027	-0.050	0.000	1.000	-0.016	0.004	-0.020	0.606
418984	-0.027	-0.042	0.003	1.000	-0.017	0.004	-0.024	0.692
420962	-0.031	-0.044	0.007	1.000	-0.017	0.004	-0.026	0.545
422941	-0.009	-0.054	-0.004	1.000	-0.018	0.003	-0.025	0.444
424919	-0.006	-0.055	0.001	1.000	-0.017	-0.001	-0.023	0.473
425961	-0.006	-0.048	0.005	1.000	-0.017	0.005	-0.019	0.593
427945	-0.013	-0.057	-0.003	1.000	-0.020	0.005	-0.026	0.488
430051	-0.004	-0.053	0.002	1.000	-0.020	-0.002	-0.015	0.645
431969	-0.008	-0.052	-0.002	1.000	-0.021	-0.006	-0.010	0.592
434041	-0.011	-0.042	0.017	1.000	-0.017	-0.009	-0.018	0.458
435032	0.008	-0.066	-0.004	1.000	-0.024	-0.005	-0.009	0.488
437043	-0.004	-0.067	0.006	1.000	-0.025	-0.003	-0.008	0.525
438983	-0.005	-0.054	0.005	1.000	-0.019	-0.004	-0.004	0.584
440987	-0.001	-0.050	0.000	1.000	-0.024	-0.003	-0.020	0.629
443130	-0.008	-0.056	0.004	1.000	-0.021	0.004	-0.010	0.759
444970	-0.031	-0.044	-0.004	1.000	-0.021	0.004	-0.010	0.587
446961	-0.028	-0.060	0.001	1.000	-0.022	0.001	-0.014	0.580
448939	-0.021	-0.024	-0.005	1.000	-0.019	0.002	-0.015	0.662
451031	-0.015	-0.042	-0.003	1.000	-0.019	0.003	-0.016	0.613
452911	-0.017	-0.051	0.000	1.000	-0.019	0.000	-0.016	0.583
453942	-0.025	-0.038	-0.012	1.000	-0.019	0.003	-0.020	0.609
455956	-0.013	-0.051	0.002	1.000	-0.020	-0.001	-0.015	0.681
457915	-0.019	-0.068	0.005	1.000	-0.024	-0.002	-0.015	0.827
460943	-0.017	-0.063	0.019	1.000	-0.022	-0.004	-0.015	0.813
462934	-0.029	-0.065	0.009	1.000	-0.024	0.003	-0.012	0.745
465984	-0.034	-0.075	0.016	1.000	-0.025	0.004	-0.010	0.571
469048	-0.043	-0.070	0.001	1.000	-0.025	0.007	-0.009	0.696
470954	-0.018	-0.073	0.002	1.000	-0.026	0.002	-0.009	0.598
472930	-0.040	-0.067	0.011	1.000	-0.025	0.007	-0.007	0.552
474957	-0.038	-0.062	0.008	1.000	-0.023	0.004	-0.006	0.693
480316	-0.038	-0.058	0.008	1.000	-0.023	0.005	-0.011	0.707
481048	-0.040	-0.053	0.005	1.000	-0.025	0.002	-0.011	0.564
485052	-0.042	-0.060	0.001	1.000	-0.028	0.001	-0.004	0.596
488934	-0.033	-0.072	0.010	1.000	-0.024	0.004	-0.009	0.758
492940	-0.034	-0.074	0.002	1.000	-0.026	0.003	-0.009	0.726
496911	-0.041	-0.072	0.003	1.000	-0.028	0.007	-0.011	0.661
502936	-0.022	-0.064	0.004	1.000	-0.024	0.001	-0.008	0.699
508904	-0.032	-0.066	0.001	1.000	-0.023	-0.001	-0.008	0.720
523969	-0.024	-0.062	0.009	1.000	-0.025	-0.002	-0.010	0.969
526913	-0.024	-0.067	0.009	1.000	-0.024	-0.003	-0.003	0.867
529945	-0.023	-0.066	-0.001	1.000	-0.024	-0.004	-0.009	0.861
533402	-0.020	-0.052	-0.007	1.000	-0.022	-0.004	-0.014	0.804
536164	-0.013	-0.048	-0.011	1.000	-0.021	-0.004	-0.011	0.754
538487	-0.008	-0.057	-0.005	1.000	-0.023	-0.007	-0.010	0.750
540105	-0.010	-0.059	-0.004	1.000	-0.023	-0.004	-0.010	0.813
542947	-0.003	-0.058	-0.008	1.000	-0.020	-0.000	-0.006	0.800
545002	-0.026	-0.052	-0.007	1.000	-0.019	-0.004	-0.006	0.997
546941	-0.016	-0.043	-0.007	1.000	-0.018	-0.001	-0.002	0.853
548895	-0.029	-0.055	0.002	1.000	-0.023	-0.002	-0.014	0.823
549957	-0.014	-0.059	0.002	1.000	-0.021	-0.003	-0.010	0.797
552898	-0.026	-0.063	0.003	1.000	-0.026	-0.000	-0.016	0.828
553912	-0.012	-0.037	-0.009	1.000	-0.014	-0.000	0.006	0.816
562824	-0.018	-0.028	-0.004	1.000	-0.013	0.001	0.005	0.643
562824	-0.019	-0.035	-0.011	1.000	-0.013	-0.000	0.008	0.808
562824	-0.019	-0.029	-0.013	1.000	-0.012	-0.000	0.010	0.994
562824	-0.007	-0.035	0.001	1.000	-0.012	-0.000	0.010	0.802
563049	-0.011	-0.037	-0.011	1.000	-0.015	-0.001	0.012	0.801
564958	-0.031	-0.045	0.005	1.000	-0.014	0.006	0.012	0.876
566946	-0.043	-0.042	-0.008	1.000	-0.017	0.006	0.008	0.757
567904	-0.041	-0.032	-0.001	1.000	-0.014	0.007	0.006	0.744
569976	-0.023	-0.045	-0.001	1.000	-0.015	0.005	0.002	0.722
572936	-0.051	-0.012	-0.008	1.000	-0.011	0.007	-0.002	0.818
