4162	-0.001	-0.007	-0.002	1.000	-0.003	0.003	0.002	0.402
5039	0.003	-0.009	-0.000	1.000	-0.005	-0.004	-0.006	0.164
5039	-0.011	-0.009	-0.016	1.000	-0.006	0.009	0.004	0.079
6020	-0.023	-0.023	-0.019	1.000	-0.005	0.008	-0.002	0.045
7053	-0.020	-0.026	-0.011	1.000	-0.003	0.005	-0.011	0.069
7053	-0.025	-0.018	-0.002	1.000	-0.003	-0.000	-0.018	0.099
7998	-0.015	-0.031	-0.007	1.000	-0.002	-0.009	-0.021	0.119
7998	-0.012	-0.031	-0.006	1.000	-0.011	0.008	-0.014	0.116
9083	-0.020	-0.033	-0.014	1.000	-0.002	0.002	-0.013	0.145
10036	-0.014	-0.040	-0.013	1.000	-0.014	0.012	-0.011	0.191
10036	-0.016	-0.049	-0.017	1.000	-0.019	0.004	-0.005	0.184
11059	-0.030	-0.050	-0.011	1.000	-0.012	0.006	-0.026	0.205
11059	-0.031	-0.042	-0.009	1.000	-0.011	0.018	-0.024	0.176
13508	-0.044	-0.049	0.001	1.000	-0.015	0.012	-0.020	0.191
17990	-0.045	-0.036	-0.010	0.999	-0.010	0.022	-0.027	0.215
24982	-0.020	-0.033	-0.006	1.000	-0.008	0.006	-0.013	0.240
33962	-0.019	-0.029	-0.001	1.000	-0.012	0.000	-0.009	0.251
48126	-0.005	-0.055	-0.007	1.000	-0.016	0.013	-0.016	0.258
63994	-0.009	-0.033	-0.018	1.000	-0.009	0.005	-0.002	0.230
77978	-0.009	-0.026	0.006	1.000	-0.012	0.006	0.001	0.243
93043	-0.002	-0.018	0.005	1.000	-0.011	0.002	0.004	0.283
103996	0.004	-0.023	-0.001	1.000	-0.015	-0.000	-0.005	0.313
120016	-0.008	-0.044	-0.015	1.000	-0.014	-0.004	-0.004	0.282
133098	-0.010	-0.031	0.000	1.000	-0.022	0.004	0.021	0.258
144994	-0.017	-0.046	-0.012	1.000	-0.017	0.007	0.003	0.300
155044	-0.020	-0.048	-0.010	1.000	-0.020	0.010	0.005	0.278
164059	-0.021	-0.037	-0.017	1.000	-0.011	0.010	0.006	0.340
173979	-0.010	-0.042	-0.004	1.000	-0.024	0.008	0.004	0.388
183988	0.003	-0.046	-0.001	1.000	-0.029	-0.000	0.005	0.280
194997	-0.021	-0.057	-0.012	1.000	-0.022	0.013	0.007	0.337
203063	-0.032	-0.051	-0.005	1.000	-0.024	0.016	0.005	0.327
213058	-0.038	-0.050	-0.003	1.000	-0.021	0.015	0.008	0.345
222047	-0.013	-0.031	-0.012	1.000	-0.010	0.008	-0.001	0.371
232990	-0.041	-0.052	-0.015	1.000	-0.025	0.013	0.010	0.409
243979	-0.010	-0.039	-0.018	1.000	-0.009	0.011	0.005	0.420
263035	-0.015	-0.031	-0.008	1.000	-0.008	0.005	-0.012	0.402
280012	-0.010	-0.020	-0.004	1.000	-0.009	0.005	-0.013	0.472
292985	-0.010	-0.019	0.005	1.000	-0.008	-0.001	-0.009	0.535
303994	-0.014	-0.036	-0.006	1.000	-0.016	0.003	-0.006	0.562
312008	-0.015	-0.035	-0.013	1.000	-0.010	0.004	-0.007	0.577
321978	-0.027	-0.034	-0.012	1.000	-0.011	0.006	-0.010	0.512
328070	-0.011	-0.035	-0.010	1.000	-0.010	0.007	-0.002	0.608
335031	-0.006	-0.017	-0.017	1.000	-0.007	0.005	0.002	0.571
341982	-0.038	-0.035	-0.007	1.000	-0.011	0.011	-0.015	0.524
347001	-0.027	-0.039	-0.008	1.000	-0.012	0.010	-0.012	0.557
353024	-0.020	-0.035	-0.011	1.000	-0.011	0.011	-0.016	0.585
357981	-0.025	-0.035	-0.013	1.000	-0.013	0.006	-0.016	0.730
